source,url,status,date
International Journal of Advance Research and Innovative Ideas in Education,http://ijariie.com/,200.0,"July 15, 2021"
"International Journal of Advance Research, Ideas and Innovations in Technology ",http://www.ijariit.com/,301.0,"July 15, 2021"
International Journal of Advance Research in Computer Science And Management,http://www.ijarcsms.com/,200.0,"July 15, 2021"
International Journal of Advance Research in Science and Engineering,http://www.ijarse.com/,200.0,"July 15, 2021"
International Journal of Advanced Academic Research,http://www.ijaar.org/,301.0,"July 15, 2021"
International Journal of Advanced and Applied Sciences,http://www.science-gate.com/IJAAS.html,200.0,"July 15, 2021"
DOAJ,https://doaj.org/toc/2313-3724,200.0,"July 15, 2021"
International Journal of Advanced and Innovative Research,http://ijair.jctjournals.com/,,"July 15, 2021"
International Journal of Advanced Computer Technology,http://www.ijact.org/,302.0,"July 15, 2021"
International Journal of Advanced Computer Technology,http://ijact.in/,302.0,"July 15, 2021"
International Journal of Advanced Education and Research,http://www.alleducationjournal.com/,200.0,"July 15, 2021"
International Journal of Advanced Engineering and Management Research,http://www.ijaemr.com/,406.0,"July 15, 2021"
International Journal of Advanced Engineering and Nano Technology,http://www.ijaent.org/,301.0,"July 15, 2021"
International Journal of Advanced Engineering Applications,http://fragrancejournals.com/,200.0,"July 15, 2021"
"International Journal of Advanced Engineering, Management and Science",http://ijaems.com/,301.0,"July 15, 2021"
International Journal of Advanced Engineering Research and Applications,http://www.ijaera.org/,301.0,"July 15, 2021"
International Journal of Advanced Engineering Research and Science,http://www.ijaers.com/,301.0,"July 15, 2021"
International Journal of Advanced Engineering Science and Technological Research,http://www.ader.org.in/,,"July 15, 2021"
International Journal of Advanced Engineering Science and Technological Research,http://www.aestjournal.org/,200.0,"July 15, 2021"
International Journal of Advanced Information in Arts Science and Management,http://www.ijaiasm.com/,200.0,"July 15, 2021"
International Journal of Advanced Information Science and Technology,http://www.ijaist.com/,200.0,"July 15, 2021"
International Journal of Advanced Life Sciences,http://ijals.com/,406.0,"July 15, 2021"
International Journal of Advanced Multidisciplinary Research,http://ijarm.com/index.html,200.0,"July 15, 2021"
International Journal of Advanced Networking and Applications,http://www.ijana.in/,406.0,"July 15, 2021"
International Journal of Advanced Research,http://www.journalijar.com/index.php,301.0,"July 15, 2021"
International Journal of Advanced Research and Review,http://www.ijarr.in/,301.0,"July 15, 2021"
International Journal of Advanced Research in Applied Science and Technology,http://ijarast.com/,301.0,"July 15, 2021"
International Journal of Advanced Research in Biological Sciences,http://www.ijarbs.com/,301.0,"July 15, 2021"
"International Journal of Advanced Research in Biology, Ecology, Science and Technology",http://www.ijarbest.com/,302.0,"July 15, 2021"
International Journal of Advanced Research in Computer and Communication Engineering,http://www.ijarcce.com/,301.0,"July 15, 2021"
International Journal of Advanced Research in Computer Science and Electronics Engineering,http://ijarcsee.org/index.php/IJARCSEE,200.0,"July 15, 2021"
International Journal of Advanced Research in Computer Science and Software Engineering,http://www.ijarcsse.com/,302.0,"July 15, 2021"
International Journal of Advanced Research in Computer Science & Technology,http://www.ijarcst.com/index.html,406.0,"July 15, 2021"
International Journal of Advanced Research in Education & Technology,http://ijaret.com/,406.0,"July 15, 2021"
"International Journal of Advanced Research in Electrical, Electronics and Instrumentation Engineering",http://www.ijareeie.com/,200.0,"July 15, 2021"
International Journal of Advanced Research in Engineering & Management,http://www.ijarem.org/,200.0,"July 15, 2021"
International Journal of Advanced Research in Engineering and Science,http://www.ijares.com/,,"July 15, 2021"
International Journal of Advanced Research in Mechanical Engineering & Technology,http://ijarmet.com/,406.0,"July 15, 2021"
International Journal of Advanced Research in Science and Technology,http://www.ijarst.com/,406.0,"July 15, 2021"
"International Journal of Advanced Research in Science, Engineering and Technology",http://www.ijarset.com/,200.0,"July 15, 2021"
International Journal of Advanced Science and Engineering Technology,http://www.ijaset.com/,302.0,"July 15, 2021"
International Journal of Advanced Scientific Research & Development,https://www.ijasrd.org/in/,406.0,"July 15, 2021"
International Journal of Advanced Technology and Innovative Research,http://www.ijatir.org/,406.0,"July 15, 2021"
International Journal of Advanced Technology in Engineering and Science,http://www.ijates.com/,200.0,"July 15, 2021"
International Journal of Advanced Technology and Engineering Research,http://www.ijater.com/,200.0,"July 15, 2021"
International Journal of Advanced Technology and Science,http://www.ijats.org/,200.0,"July 15, 2021"
International Journal of Advanced Trends in Computer Applications,http://ijatca.com/,200.0,"July 15, 2021"
"International Journal of Advancement in Engineering Technology, Management & Applied Science",http://www.ijaetmas.com/,406.0,"July 15, 2021"
International Journal of Advancements in Mechanical and Aeronautical Engineering,http://www.ijamae.uamae.org/editorial_board.html,302.0,"July 15, 2021"
International Journal of Advancements in Research & Technology ,http://www.ijoart.org/,200.0,"July 15, 2021"
International Journal of Advances in Applied Mathematics and Mechanics,http://www.ijaamm.com/,200.0,"July 15, 2021"
International Journal of Advances in Engineering,http://www.ijae.in/,,"July 15, 2021"
International Journal of Advances in Engineering & Technology,http://www.ijaet.org/,302.0,"July 15, 2021"
International Journal of Advances in Interdisciplinary Research,http://international%20journal%20of%20advances%20in%20interdisciplinary%20research%20%28ijaidr%29/,,"July 15, 2021"
International Journal of Advances in Management and Economics,http://www.managementjournal.info/,406.0,"July 15, 2021"
"International Journal of Advances in Management, Economics and Entrepreneurship",http://www.ijamee.info/,406.0,"July 15, 2021"
International Journal of Advances in Mathematics,http://adv-math.com/,200.0,"July 15, 2021"
International Journal of Advances in Pharmaceutical Research,http://www.ijapronline.org/index.php,404.0,"July 15, 2021"
International Journal of Advances in Power Systems ,http://www.ijaps.org/Index/,404.0,"July 15, 2021"
International Journal of Advances in Social Science and Humanities,http://www.ijassh.com/index.php,406.0,"July 15, 2021"
International Journal of Advent Research in Computer and Electronics,http://ijarce.com/,302.0,"July 15, 2021"
International Journal of Aerospace and Mechanical Engineering,http://www.ijamejournals.com/,406.0,"July 15, 2021"
International Journal of Agriculture and Crop Sciences,http://ijagcs.com/,200.0,"July 15, 2021"
International Journal of Agriculture and Environmental Research,http://ijaer.in/index.php,301.0,"July 15, 2021"
International Journal of Agriculture Innovations and Research,http://ijair.org/,301.0,"July 15, 2021"
"International Journal of Agricultural, Forestry & Plantation",http://ijafp.com/,301.0,"July 15, 2021"
International Journal of Agricultural Sciences and Veterinary Medicine,http://www.ijasvm.com/,,"July 15, 2021"
International Journal of Agronomy & Plant Production,http://www.ijappjournal.com/,200.0,"July 15, 2021"
International Journal of All Research Education & Scientific Methods,http://www.ijaresm.com/,200.0,"July 15, 2021"
International Journal of Application or Innovation in Engineering & Management,http://www.ijaiem.org/,301.0,"July 15, 2021"
International Journal of Applied and Pure Science and Agriculture,http://ijapsa.com/,301.0,"July 15, 2021"
International Journal of Applied Biology and Pharmaceutical Technology,http://www.ijabpt.com/index.html,200.0,"July 15, 2021"
International Journal of Applied Dental Sciences,http://www.oraljournal.com/,200.0,"July 15, 2021"
International Journal of Applied Economic Studies,http://sijournals.com/IJAE/,,"July 15, 2021"
International Journal of Applied Information Systems,http://www.ijais.org/,301.0,"July 15, 2021"
International Journal of Applied Linguistics & English Literature,http://www.journals.aiac.org.au/index.php/IJALEL,200.0,"July 15, 2021"
International Journal of Applied Pharmaceutical & Biological Research,http://www.ijapbr.com/,404.0,"July 15, 2021"
International Journal of Applied Pharmaceutical Sciences and Biological Sciences,http://ijapsbs.com/,301.0,"July 15, 2021"
International Journal of Applied Research,http://www.allresearchjournal.com/,301.0,"July 15, 2021"
International Journal of Applied Research & Studies,http://www.ijars.in/,200.0,"July 15, 2021"
International Journal of Applied Research in Natural Products,http://www.ijarnp.org/index.php/ijarnp,302.0,"July 15, 2021"
International Journal of Applied Science Engineering and Management,http://www.ijasem.com/,200.0,"July 15, 2021"
International Journal of Applied Sciences and Biotechnology,http://ijasbt.org/,200.0,"July 15, 2021"
International Journal of Applied Sciences and Engineering,http://www.ijapscengr.com/,200.0,"July 15, 2021"
"International Journal of Architecture, Civil Engineering and Urban Design",http://iaajs.com/ijacu/,403.0,"July 15, 2021"
International Journal of Artificial Intelligence and Mechatronics,http://www.ijaim.org/,200.0,"July 15, 2021"
International Journal of Art and Humanity Science,http://www.ijahs.com/,406.0,"July 15, 2021"
International Journal of Arts and Commerce,http://www.ijac.org.uk/,301.0,"July 15, 2021"
International Journal of Arts and Entrepreneurship,http://www.ijsse.org/index.php?option=com_content&view=article&id=67&Itemid=63,200.0,"July 15, 2021"
"International Journal of Arts, Humanities and Management Studies",http://ijahms.com/,200.0,"July 15, 2021"
International Journal of Arts Humanities and Social Sciences,http://www.ijahss.com/,200.0,"July 15, 2021"
International Journal of Ayurveda and Pharma Research,http://ijapr.in/,301.0,"July 15, 2021"
International Journal of Ayurveda and Pharmaceutical Chemistry,http://ijapc.com/,200.0,"July 15, 2021"
International Journal of Basic and Applied Science,http://www.insikapub.com/,200.0,"July 15, 2021"
International Journal of Basic Medical Sciences and Pharmacy ,http://www.ijbmsp.org/index.php/IJBMSP/index,,"July 15, 2021"
International Journal of Basic Sciences and Applied Computing,http://www.ijbsac.org/,301.0,"July 15, 2021"
International Journal of Basic Sciences and Applied Research,https://scholarlyoa.com/individual-journals/International%20Journal%20of%20Basic%20Sciences%20and%20Applied%20Research%20(IJBSAR),301.0,"July 15, 2021"
International Journal of Bio,http://www.ijobio.com/,404.0,"July 15, 2021"
International Journal of Bioassays,https://www.ijbio.com/index.php/ijb,301.0,"July 15, 2021"
International Journal of Biological & Pharmaceutical Research,http://www.ijbpr.com/,406.0,"July 15, 2021"
International Journal of Biological and Chemical Sciences,http://www.ifgdg.org/index.php?option=com_content&view=featured&Itemid=564,301.0,"July 15, 2021"
"International Journal of Biology, Pharmacy and Allied Sciences",http://www.ijbpas.com/,406.0,"July 15, 2021"
JCR,http://mjl.clarivate.com/cgi-bin/jrnlst/jlresults.cgi?PC=MASTER&ISSN=2277-4998,301.0,"July 15, 2021"
International Journal of Biomedical Science,http://www.ijbs.org/HomePage.aspx,200.0,"July 15, 2021"
International Journal of Biosciences and Nanosciences,http://ijbsans.com/index.html,200.0,"July 15, 2021"
International Journal of Business and Administration Research Review,http://www.ijbarr.com/,301.0,"July 15, 2021"
International Journal of Business and Commerce,http://www.ijbcnet.com/,301.0,"July 15, 2021"
The International Journal of Business & Management,http://www.theijbm.com/,301.0,"July 15, 2021"
International Journal of Business and Management Invention,http://www.ijbmi.org/index.html,200.0,"July 15, 2021"
International Journal of Business and Social Research,http://thejournalofbusiness.org/index.php/site,302.0,"July 15, 2021"
International Journal of Business Management and Economic Research,http://www.ijbmer.com/index.php,406.0,"July 15, 2021"
International Journal of Business Management and Economic Studies,http://www.ijbmes.com/,200.0,"July 15, 2021"
International Journal of Business Marketing and Management,http://www.ijbmm.com/,200.0,"July 15, 2021"
International Journal of Business Quantitative Economics and Applied Management Research,http://ijbemr.com/,406.0,"July 15, 2021"
International Journal of Business Tourism & Applied Sciences,http://www.ijbts-journal.com/,200.0,"July 15, 2021"
International Journal of Case Studies,http://www.casestudiesjournal.com/,406.0,"July 15, 2021"
International Journal of Chemical and Pharmaceutical Sciences,http://www.ijcps.com/,302.0,"July 15, 2021"
International Journal of Chemical Science and Technology,http://www.ijcst.net/,301.0,"July 15, 2021"
International Journal of Chemical Studies,http://www.chemijournal.com/,301.0,"July 15, 2021"
"International Journal of Civil, Mechanical and Energy Science",http://ijcmes.com/,200.0,"July 15, 2021"
International Journal of Clinical and Diagnostic Research,http://ijcdr.net/index.php,200.0,"July 15, 2021"
International Journal of Clinical Cases and Investigations,http://ijcci.info/,301.0,"July 15, 2021"
International Journal of Collaborative Research on Internal Medicine & Public Health ,http://www.iomcworld.com/ijcrimph/,,"July 15, 2021"
International Journal of Commerce and Management Research,http://www.managejournal.com/,200.0,"July 15, 2021"
International Journal of Communication and Health,http://communicationandhealth.ro/,200.0,"July 15, 2021"
International Journal of Communication Networks and Information Security,http://www.ijcnis.org/,301.0,"July 15, 2021"
International Journal of Comprehensive Research in Biological Sciences,http://ijcrbs.com/index.php,301.0,"July 15, 2021"
International Journal of Computation and Applied Sciences,https://ijocaas.com/,200.0,"July 15, 2021"
International Journal of Computational Engineering Research,http://www.ijceronline.com/,200.0,"July 15, 2021"
"International Journal of Computational Science, Mathematics and Engineering",http://www.ijcsme.com/,301.0,"July 15, 2021"
International Journal of Computer & Electronics Research,http://ijcer.org/,,"July 15, 2021"
International Journal of Computer & Communication Engineering Research,http://www.ijccer.org/,200.0,"July 15, 2021"
International Journal of Computer and Information Technology,http://www.ijcit.com/,,"July 15, 2021"
International Journal of Computer Applications,http://www.ijcaonline.org/,301.0,"July 15, 2021"
International Journal of Computer Application and Engineering Technology,http://www.ijcaet.net/,403.0,"July 15, 2021"
International Journal of Computer Applications in Engineering Sciences,http://www.caesjournals.org/,,"July 15, 2021"
International Journal of Computer Applications Technology and Research,http://www.ijcat.com/Default,406.0,"July 15, 2021"
International Journal of Computer Engineering & Applications,http://www.ijcea.com/,406.0,"July 15, 2021"
International Journal of Computer Engineering in Research Trends,http://ijcert.org/,200.0,"July 15, 2021"
International Journal of Computer Networks and Applications,http://www.ijcna.org/,406.0,"July 15, 2021"
International Journal of Computer Networks and Communications Security,http://ijcncs.org/,301.0,"July 15, 2021"
International Journal of Computer Science & Communication Security,http://www.ijcscs.org/,,"July 15, 2021"
International Journal of Computer Science and Business Informatics,http://www.ijcsbi.org/index.php/ijcsbi,406.0,"July 15, 2021"
International Journal of Computer Science and Communication Networks,http://www.ijcscn.com/,403.0,"July 15, 2021"
International Journal of Computer Science and Information Security,https://sites.google.com/site/ijcsis/,200.0,"July 15, 2021"
International Journal of Computer Science and Information Technologies,http://www.ijcsit.com/index.php,406.0,"July 15, 2021"
International Journal of Computer Science and Mobile Computing,http://www.ijcsmc.com/,301.0,"July 15, 2021"
International Journal of Computer Science and Network,http://ijcsn.org/,200.0,"July 15, 2021"
International Journal of Computer Science and Network Security,http://ijcsns.org/,200.0,"July 15, 2021"
International Journal of Computer Science and Software Engineering,http://ijcsse.org/,200.0,"July 15, 2021"
International Journal of Computer Science and Technology,http://ijcst.com/,406.0,"July 15, 2021"
International Journal of Computer Science and Telecommunications,http://www.ijcst.org/,200.0,"July 15, 2021"
International Journal of Computer Science Engineering,http://www.ijcse.net/index.php,406.0,"July 15, 2021"
International Journal of Computer Science Engineering and Technology,http://ijcset.net/,406.0,"July 15, 2021"
"International Journal of Computer Science, Information Technology, & Security",http://ijcsits.org/,406.0,"July 15, 2021"
International Journal of Computer Science Issues,http://ijcsi.org/index.php,406.0,"July 15, 2021"
International Journal of Computer Science Trends and Technology,http://www.ijcstjournal.org/,200.0,"July 15, 2021"
International Journal of Computer Systems,http://www.ijcsonline.com/,200.0,"July 15, 2021"
International Journal of Computer Technology and Applications,http://www.ijcta.com/index.php,200.0,"July 15, 2021"
International Journal of Computer Technology and Electronics Engineering,http://www.ijctee.org/,200.0,"July 15, 2021"
International Journal of Computing Academic Research,http://www.meacse.org/ijcar/,302.0,"July 15, 2021"
International Journal of Computing and Corporate Research,http://www.ijccr.com/,302.0,"July 15, 2021"
International Journal of Computing Science and Information Technology,http://ijcsit.org/,500.0,"July 15, 2021"
International Journal of Conference Proceedings,http://jocponline.com/,200.0,"July 15, 2021"
International Journal of Contemporary Applied Sciences,http://ijcas.net/,200.0,"July 15, 2021"
International Journal of Contemporary Medical Research,http://www.ijcmr.com/,301.0,"July 15, 2021"
International Journal of Contemporary Research and Review,http://ijcrr.in/index.php/ijcrr,,"July 15, 2021"
International Journal of Core Engineering and Management,http://ijcem.in/,406.0,"July 15, 2021"
International Journal of Current Advanced Research,http://journalijcar.org/,406.0,"July 15, 2021"
International Journal of Current Agricultural Sciences,http://www.journalijcas.com/,500.0,"July 15, 2021"
International Journal of Current Business and Social Sciences,https://scholarlyoa.com/individual-journals/International%20Journal%20of%20Current%20Business%20and%20Social%20Sciences%20(IJCBSS),301.0,"July 15, 2021"
International Journal of Current Engineering Sciences,http://www.journalijces.com/,500.0,"July 15, 2021"
International Journal of Current Innovation Research ,http://journalijcir.com/,500.0,"July 15, 2021"
International Journal of Current Medical and Pharmaceutical Research,http://journalcmpr.com/,200.0,"July 15, 2021"
International Journal of Current Medical Sciences,http://journalijcmes.com/,200.0,"July 15, 2021"
International Journal of Current Microbiology and Applied Sciences,http://www.ijcmas.com/,302.0,"July 15, 2021"
International Journal of Current Multidisciplinary Studies,http://international%20journal%20of%20current%20multidisciplinary%20studies/,,"July 15, 2021"
International Journal of Current Pharmaceutical Review and Research,http://ijcpr.com/,403.0,"July 15, 2021"
International Journal of Current Research,http://www.journalcra.com/,200.0,"July 15, 2021"
International Journal of Current Research and Academic Review,http://www.ijcrar.com/,200.0,"July 15, 2021"
International Journal of Current Research and Review,http://www.ijcrr.com/current_issue.html,404.0,"July 15, 2021"
International Journal of Current Research in Chemistry and Pharmaceutical Sciences,http://www.ijcrcps.com/,301.0,"July 15, 2021"
International Journal of Current Research in  Life Sciences,http://www.ijcrls.com/,301.0,"July 15, 2021"
International Journal of Current Research in Multidisciplinary,http://www.ijcrm.com/,,"July 15, 2021"
International Journal of Current Science,http://currentsciencejournal.info/index.html,302.0,"July 15, 2021"
International Journal of Current Science and Technology,http://www.journalijcst.com/,200.0,"July 15, 2021"
International Journal of Dental and Health Sciences,http://www.ijdhs.com/home.html,404.0,"July 15, 2021"
International Journal of Dermatopathology and Surgery,http://dermatopathologyjournal.com/,,"July 15, 2021"
International Journal of Development and Sustainability,http://isdsnet.com/journal.html,301.0,"July 15, 2021"
International Journal of Development Research,http://www.journalijdr.com/,406.0,"July 15, 2021"
International Journal of Digital Communication and Networks,http://ijdcn.co.in/,200.0,"July 15, 2021"
International Journal of Digital Library Services,http://www.ijodls.in/,200.0,"July 15, 2021"
International Journal of Drug Development and Research,http://www.ijddr.in/,301.0,"July 15, 2021"
International Journal of E-Computer Science Evolution,http://www.ijecse.com/,,"July 15, 2021"
International Journal of Economics and Finance,http://www.ijsse.org/index.php?option=com_content&view=article&id=548&Itemid=82,200.0,"July 15, 2021"
International Journal of Economics and Research,http://www.ijeronline.com/,406.0,"July 15, 2021"
"International Journal of Economics, Commerce and Management",http://ijecm.co.uk/,406.0,"July 15, 2021"
"International Journal of Economics, Finance and Management",http://www.ejournalofbusiness.org/,301.0,"July 15, 2021"
International Journal of Education and Applied Research,http://ijear.org/,406.0,"July 15, 2021"
International Journal of Education and Psychological Research,http://ijepr.org/,301.0,"July 15, 2021"
International Journal of Education and Research,http://www.ijern.com/index.php,200.0,"July 15, 2021"
International Journal of Education and Social Science,http://www.ijessnet.com/,200.0,"July 15, 2021"
The International Journal of Educational and Psychological Assessment,https://sites.google.com/site/tijepa2012/home,200.0,"July 15, 2021"
International Journal of Educational Investigations,http://www.ijeionline.com/,403.0,"July 15, 2021"
International Journal of Electrical and Electronics Engineers,http://www.arresearchpublication.com/,200.0,"July 15, 2021"
"International Journal of Electrical, Electronics and Computers",http://eecjournal.com/,200.0,"July 15, 2021"
"International Journal of Electrical, Electronics and Mechanical Controls",http://www.ijeemc.com/,401.0,"July 15, 2021"
International Journal of Electrical Energy,http://www.ijoee.org/,200.0,"July 15, 2021"
International Journal of Electrochemical Science,http://www.electrochemsci.org/,200.0,"July 15, 2021"
JCR,http://mjl.clarivate.com/cgi-bin/jrnlst/jlresults.cgi?PC=MASTER&ISSN=*1452-3981,301.0,"July 15, 2021"
International Journal of Electronics & Communication Technology,http://iject.org/,406.0,"July 15, 2021"
International Journal of Electronics and Information Engineering,http://ijeie.jalaxy.com.tw/,200.0,"July 15, 2021"
International Journal of Electronics Communication and Computer Engineering,http://www.ijecce.org/,301.0,"July 15, 2021"
International Journal of Electronics Communication and Computer Technology,http://www.ijecct.org/index.htm,500.0,"July 15, 2021"
International Journal of Emerging Engineering Research and Technology,http://www.ijeert.org/,406.0,"July 15, 2021"
International Journal of Emerging Research in Management and Technology ,http://www.ermt.net/,301.0,"July 15, 2021"
International Journal of Emerging Science and Engineering ,http://www.ijese.org/,301.0,"July 15, 2021"
International Journal of Emerging Sciences,http://ijes.info/index.html,301.0,"July 15, 2021"
International Journal of Emerging Technologies and Innovative Research,http://www.jetir.org/,301.0,"July 15, 2021"
International Journal of Emerging Technology & Research,http://www.ijetr.org/,301.0,"July 15, 2021"
International Journal of Emerging Technology and Advanced Engineering,http://www.ijetae.com/index.html,302.0,"July 15, 2021"
International Journal of Emerging Trends in Electrical and Electronics,http://www.ijetee.org/,200.0,"July 15, 2021"
International Journal of Emerging Trends in Pharmaceutical Sciences,http://ijetps.com/,,"July 15, 2021"
International Journal of Emerging Trends in Research,http://www.ijoetr.com/,301.0,"July 15, 2021"
International Journal of Emerging Trends in Science and Technology,http://igmpublication.org/ijetst.in/,406.0,"July 15, 2021"
International Journal of Energy & Technology,http://www.journal-enertech.eu/,,"July 15, 2021"
International Journal of Energy and Water Resources,http://international%20journal%20of%20energy%20and%20water%20resources%20%28ijewr%29/,,"July 15, 2021"
International Journal of Engineering & Science Research,http://www.ijesr.org/,200.0,"July 15, 2021"
International Journal of Engineering and Advanced Research Technology,https://www.ijeart.com/,200.0,"July 15, 2021"
International Journal of Engineering and Advanced Technology,http://www.ijeat.org/,301.0,"July 15, 2021"
International Journal of Engineering and Applied Sciences,http://eaas-journal.org/,200.0,"July 15, 2021"
International Journal of Engineering and Applied Sciences,http://www.ijeas.org/,301.0,"July 15, 2021"
International Journal of Engineering and Computer Science,http://www.ijecs.in/,406.0,"July 15, 2021"
International Journal of Engineering and Innovative Technology,http://ijeit.com/index.php,302.0,"July 15, 2021"
International Journal of Engineering and Management Research,http://www.ijemr.net/,301.0,"July 15, 2021"
International Journal of Engineering and Science,http://www.theijes.com/,200.0,"July 15, 2021"
International Journal of Engineering and Science Invention,http://www.ijesi.org/index.html,200.0,"July 15, 2021"
International Journal of Engineering & Technology,http://www.iet-journals.org/,,"July 15, 2021"
International Journal of Engineering and Technology,http://www.ijetch.org/,200.0,"July 15, 2021"
International Journal of Engineering Applied Science and Technology,http://www.ijeast.com/,406.0,"July 15, 2021"
International Journal of Engineering Associates,http://ijea.jctjournals.com/,412.0,"July 15, 2021"
International Journal of Engineering Development and Research,http://www.ijedr.org/index.php,301.0,"July 15, 2021"
International Journal of Engineering Innovations and Research,http://ijeir.org/,200.0,"July 15, 2021"
International Journal of Engineering Inventions,http://www.ijeijournal.com/index.html,200.0,"July 15, 2021"
International Journal of Engineering Maths and Computer Science,http://ijemcs.in/index.php/ijemcs,,"July 15, 2021"
International Journal of Engineering Research,http://www.ijer.in/ijer/,301.0,"July 15, 2021"
International Journal of Engineering Research and Applications,http://www.ijera.com/index.html,200.0,"July 15, 2021"
International Journal of Engineering Research and Computer Science,http://ijercs.in/,,"July 15, 2021"
International Journal of Engineering Research and Development,http://www.ijerd.com/,200.0,"July 15, 2021"
International Journal of Engineering Research and General Science,http://www.ijergs.org/,200.0,"July 15, 2021"
International Journal of Engineering Research & Management,https://www.ijerm.com/,200.0,"July 15, 2021"
International Journal of Engineering Research & Science,http://www.ijoer.com/,301.0,"July 15, 2021"
International Journal of Engineering Research and Science & Technology,http://www.ijerst.com/index.php,406.0,"July 15, 2021"
International Journal of Engineering Research & Technology,https://www.ijert.org/,200.0,"July 15, 2021"
International Journal of Engineering Researches and Management Studies,http://www.ijerms.com/,406.0,"July 15, 2021"
International Journal of Engineering Science & Advanced Technology,http://ijesat.org/,301.0,"July 15, 2021"
International Journal of Engineering Science and Computing,http://ijesc.org/,301.0,"July 15, 2021"
International Journal of Engineering Science and Generic Research,http://ijesar.in/home/index,404.0,"July 15, 2021"
International Journal of Engineering Science and Innovative Technology,http://www.ijesit.com/,200.0,"July 15, 2021"
"International Journal of Engineering, Science and Technology",http://www.ijest-ng.com/,,"July 15, 2021"
International Journal of Engineering Science Invention-Research & Development,http://www.ijesird.com/,200.0,"July 15, 2021"
International Journal of Engineering Sciences & Research Technology,http://www.ijesrt.com/index.html,406.0,"July 15, 2021"
International Journal of Engineering Sciences & Management,http://www.ijesmr.com/,406.0,"July 15, 2021"
International Journal of Engineering Technologies and Management Research,http://www.ijetmr.com/index.html,200.0,"July 15, 2021"
International Journal of Engineering Technology and Computer Research,http://ijetcr.org/,302.0,"July 15, 2021"
International Journal of Engineering Technology and Management,http://ijetm.org/,200.0,"July 15, 2021"
International Journal of Engineering Technology and Scientific Innovation,http://www.ijetsi.org/,301.0,"July 15, 2021"
"International Journal of Engineering Technology, Management and Applied Sciences",http://www.ijetmas.com/,406.0,"July 15, 2021"
International Journal of Engineering Trends and Applications,http://www.ijetajournal.org/,200.0,"July 15, 2021"
International Journal of Engineering Trends and Technology,http://ijettjournal.org/,200.0,"July 15, 2021"
International Journal of English and Education,http://ijee.org/,200.0,"July 15, 2021"
International Journal of English Language & Translation Studies,http://eltsjournal.org/,200.0,"July 15, 2021"
"International Journal of English Language , Literature & Humanities",http://ijellh.com/,302.0,"July 15, 2021"
"International Journal of English Language, Literature and Translation Studies",http://www.ijelr.in/,200.0,"July 15, 2021"
International Journal of English Research,http://www.englishresearchjournal.com/,,"July 15, 2021"
International Journal of Enterprise Computing and Business Systems,http://www.ijecbs.com/,301.0,"July 15, 2021"
International Journal of Environment,http://benjapan.org/ije/,200.0,"July 15, 2021"
International Journal of Environmental & Agriculture Research,http://www.ijoear.com/,301.0,"July 15, 2021"
"International Journal of Environment, Agriculture and Biotechnology",http://ijeab.com/,301.0,"July 15, 2021"
International Journal of Environmental Science and Development,http://www.ijesd.org/,200.0,"July 15, 2021"
International Journal of Farming and Allied Sciences,http://ijfas.com/,200.0,"July 15, 2021"
International Journal of Fauna and Biological Studies,http://www.faunajournal.com/,301.0,"July 15, 2021"
International Journal of Fisheries and Aquatic Studies,http://www.fisheriesjournal.com/,301.0,"July 15, 2021"
International Journal of Food and Nutritional Sciences,http://www.ijfans.com/index.php,301.0,"July 15, 2021"
International Journal of Fundamental & Applied Sciences,http://www.bma.org.in/IJFAS.aspx,302.0,"July 15, 2021"
International Journal of Global Communications,http://ijgc.jalaxy.com.tw/,200.0,"July 15, 2021"
International Journal of Global Ideas,http://journalglobalideas.com/,,"July 15, 2021"
International Journal of Governance,http://www.ijgovernance.com/,,"July 15, 2021"
International Journal of Green and Herbal Chemistry,http://www.ijghc.com/,406.0,"July 15, 2021"
International Journal of Health Research,http://www.ijhr.org/,200.0,"July 15, 2021"
International Journal of Health Research in Modern Integrated Medical Sciences,http://ijhrmims.com/index.php,500.0,"July 15, 2021"
International Journal of Health Sciences and Research,http://www.ijhsr.org/,406.0,"July 15, 2021"
International Journal of Herbal Medicine,http://www.florajournal.com/,301.0,"July 15, 2021"
International Journal of Hindi Research,http://www.hindijournal.com/,200.0,"July 15, 2021"
"International Journal of History, Arts and Culture",http://newhistoryjournal.com/,,"July 15, 2021"
International Journal of Home Science,http://www.homesciencejournal.com/board.html,301.0,"July 15, 2021"
International Journal of Human Resource and Procurement,http://www.ijsse.org/index.php?option=com_content&view=article&id=69&Itemid=68,200.0,"July 15, 2021"
International Journal of Human Sciences,http://www.j-humansciences.com/,406.0,"July 15, 2021"
International Journal of Humanities and Cultural Studies,http://www.ijhcs.com/index.php/ijhcs,200.0,"July 15, 2021"
International Journal of Humanities and Social Science Invention,http://www.ijhssi.org/,200.0,"July 15, 2021"
International Journal of Humanities and Social Science Research,http://www.socialresearchjournals.com/,302.0,"July 15, 2021"
The International Journal of Humanities & Social Studies,http://www.theijhss.com/,301.0,"July 15, 2021"
International Journal of Humanities & Social Sciences,http://aajhss.org/index.php/ijhss/index,302.0,"July 15, 2021"
International Journal of Humanities and Religion,http://humanitiesjournal.info/index.php/ijhr/,,"July 15, 2021"
"International Journal of Humanities, Engineering and Pharmaceutical Sciences",http://ijheps.org/,301.0,"July 15, 2021"
International Journal of Indian Psychology,http://ijip.in/,406.0,"July 15, 2021"
